race_id,horse_no,horse_id,result,horse_age,horse_rating,finish_time,win_odds,place_odds,jockey_id
3621,2,4286,5,3,60,100.82,8.4,2.9,138
3621,3,2999,4,3,60,100.74,7.1,2.3,11
3621,4,1786,12,3,60,102.67,28,6.7,91
3621,5,2705,11,3,60,102.2,9.2,2.9,2
3621,6,1042,6,3,60,100.83,77,18,40
3621,7,2339,10,3,60,102.06,8.2,2.9,57
3621,8,777,1,3,48,100.4,7.8,3,162
3621,9,4314,9,3,60,101.24,20,5.1,21
3621,10,2700,2,3,60,100.46,3.5,1.5,93
3621,11,2935,3,3,60,100.63,54,11,63
3621,12,3667,7,4,41,100.93,20,4.8,151
3622,1,3066,7,4,77,70.6,6.2,1.9,93
3622,2,1654,3,3,60,70.33,20,5.4,34
3622,3,3041,8,3,60,70.81,3.6,1.5,64
3622,4,868,9,3,60,70.83,29,7,175
3622,5,3822,1,3,60,70.31,12,4,2
3622,6,3867,10,2,68,70.99,9,3.2,76
3622,7,331,6,3,60,70.53,14,3.7,138
3622,8,1009,2,3,60,70.32,15,4.5,40
3622,9,1645,12,3,60,71.18,42,10,100
3622,10,812,11,3,67,71.16,99,23,151
3622,11,2453,5,3,61,70.52,3.6,1.3,63
3622,12,3750,4,3,60,70.42,15,5,131
3623,1,158,12,3,60,57.9,13,2.8,76
3623,2,3804,8,3,60,57.7,68,12,91
3623,3,2332,9,3,60,57.73,2.5,1.1,64
3623,4,1625,4,3,60,57.51,12,3.3,63
3623,5,1944,10,3,60,57.8,9.2,2.5,93
3623,6,2929,2,3,60,57.28,21,4.4,11
3623,7,531,7,3,60,57.66,11,3.6,21
3623,8,2210,5,3,60,57.53,27,4.3,34
3623,9,811,1,3,93,57.24,3,1.5,40
3623,10,2387,6,6,86,57.62,97,12,151
3623,11,15,11,3,60,57.88,99,16,149
3623,12,241,3,3,60,57.45,62,8.2,175
3624,1,4288,2,4,77,100.71,7.2,2,2
3624,2,3232,1,3,60,100.69,1.8,1.2,138
3624,3,1366,3,3,60,100.92,11,2.6,40
3624,4,3982,11,3,60,108.38,18,3.4,162
3624,5,3112,8,3,60,101.27,13,3.6,63
3624,7,1324,10,3,60,101.53,85,12,21
3624,8,866,9,3,60,101.4,18,4.8,91
3624,9,3957,7,3,60,101.23,31,5.5,100
3624,10,3234,4,4,63,100.92,21,4.3,175
3624,11,1347,6,3,60,101.01,10,2.7,11
3624,12,824,5,3,61,100.96,12,3.3,76
3625,1,409,10,3,60,72.62,48,11,40
3625,2,816,6,3,100,70.86,58,12,175
3625,3,3386,3,3,60,70.43,57,10,76
3625,4,4227,8,3,60,71.6,5.7,2.1,2
3625,5,1093,4,3,60,70.45,60,10,162
3625,6,1084,9,3,100,72.28,15,3.7,100
3625,7,414,2,3,60,70.17,5.8,2.1,18
3625,8,3385,1,3,100,69.88,6.9,1.7,11
3625,9,1555,5,3,60,70.47,4,1.5,57
3625,10,3753,7,3,60,71.23,3,1.2,64
3626,1,2918,1,3,60,97.62,5.2,1.7,2
3626,2,3408,12,3,60,98.85,39,7.6,64
3626,3,4384,4,3,60,97.89,9.5,2.8,91
3626,4,2848,11,3,60,98.34,5.3,1.9,40
3626,5,784,9,3,60,98.3,57,10,11
3626,6,2209,6,3,60,98.13,29,7.5,149
3626,7,280,5,3,60,97.92,6.8,3.4,100
3626,8,1348,7,4,32,98.13,8.1,2.7,151
3626,9,1346,10,3,60,98.31,23,6.9,162
3626,10,537,2,3,60,97.74,11,4.1,21
3626,11,3003,14,3,60,108.9,99,21,175
3626,12,843,3,3,60,97.84,4.7,1.7,18
3626,13,2759,13,3,60,98.89,83,17,76
3626,14,4123,8,3,60,98.26,51,12,93
3627,1,1011,8,3,60,56.74,56,10,57
3627,2,2859,11,3,60,56.92,11,2.8,11
3627,3,2768,9,3,60,56.91,99,25,100
3627,4,174,3,2,52,56.27,9.4,2.2,21
3627,5,2761,14,3,60,59.4,99,26,91
3627,6,3972,1,2,52,55.85,2,1.4,138
3627,7,3682,13,3,60,57.89,36,6.6,149
3627,8,2078,2,2,51,55.9,7.8,2.7,18
3627,9,3436,5,3,60,56.5,20,4.2,131
3627,10,3496,10,3,60,56.91,42,8.6,162
3627,11,3974,4,3,44,56.37,26,4.3,64
3627,12,163,7,3,43,56.66,5.8,1.8,93
3627,13,1279,6,3,41,56.63,33,5.3,40
3627,14,1073,12,3,60,57.17,62,9.5,34
3628,1,1320,3,3,60,136,15,4.9,151
3628,2,1865,6,3,60,136.16,4.8,1.6,18
3628,3,2135,14,2,59,137.61,24,7.5,40
3628,4,304,5,3,60,136.14,11,6.1,11
3628,5,1608,9,5,58,136.48,24,4.8,76
3628,6,1378,10,3,60,136.54,10,3.3,57
3628,7,3975,4,3,54,136.03,4.8,2,64
3628,8,782,1,3,60,135.87,14,4.5,138
3628,9,1351,13,3,60,137.23,43,9.1,175
3628,10,1064,7,3,60,136.26,8,2.2,2
3628,11,1600,2,2,51,135.94,24,6.7,91
3628,12,1382,11,3,60,136.76,27,6.2,93
3628,13,4172,8,3,60,136.34,6.1,2.6,162
3628,14,4041,12,3,60,136.97,66,15,34
3629,1,1154,1,2,80,55.49,1.5,1,2
3629,2,3926,12,3,84,57.13,15,2.7,21
3629,4,3010,2,3,60,55.77,12,2.5,40
3629,5,2943,9,3,60,56.88,99,16,93
3629,6,122,5,3,60,56.32,17,3.3,91
3629,7,2169,4,3,60,56.03,19,3.9,149
3629,8,2608,8,2,68,56.8,99,18,100
3629,9,898,3,3,60,55.84,4.9,1.5,18
3629,10,167,6,3,60,56.43,90,10,175
3629,11,181,7,3,60,56.8,99,29,34
3629,12,4187,13,3,60,57.52,99,18,151
3629,13,1646,10,3,60,56.94,86,10,76
3629,14,3032,11,3,60,57.12,75,11,131
3630,1,4144,5,3,60,84.1,4.6,1.6,64
3630,2,373,9,3,60,84.41,10,3.1,138
3630,3,3400,8,3,60,84.22,29,6.3,57
3630,4,2225,1,2,54,83.46,3.1,1.5,2
3630,5,1047,4,4,54,83.92,8,2.5,11
3630,6,3365,3,3,60,83.77,32,6.6,131
3630,7,4396,6,3,52,84.17,78,13,100
3630,8,1085,2,2,52,83.66,5.4,2.2,91
3630,9,335,12,3,60,85.45,13,3.5,40
3630,10,1367,10,3,60,85.06,99,45,151
3630,11,2637,7,3,60,84.2,89,15,76
3630,12,859,14,3,60,86.58,41,6.4,34
3630,13,3432,13,3,60,85.65,12,4.3,162
3630,14,4078,11,3,60,85.4,99,32,93
3631,1,1943,6,3,60,94.77,6.7,2.1,91
3631,2,445,5,3,60,94.66,35,6.9,57
3631,3,70,1,6,106,94.41,10,3.7,40
3631,4,3328,7,3,60,94.94,5.3,1.5,64
3631,5,2544,3,4,103,94.46,3.9,1.6,2
3631,6,1182,4,3,60,94.63,5.8,1.9,18
3631,7,3319,8,3,60,95.98,8.2,3.1,93
3631,8,976,9,3,60,96.42,23,4,162
3631,10,2,2,3,60,94.42,6.3,2.6,11
3632,1,1573,14,3,80,112.89,99,37,175
3632,2,410,11,3,60,109.36,36,8.1,18
3632,3,1741,7,3,60,109.18,2.6,1.3,2
3632,4,2704,8,4,73,109.23,9.4,2.3,91
3632,5,3042,1,4,71,107.93,36,8.4,138
3632,6,1898,9,3,60,109.23,99,57,76
3632,7,2564,10,3,60,109.27,99,33,100
3632,8,3980,3,3,60,108.6,16,4.6,93
3632,9,945,4,5,66,108.64,5.7,2,64
3632,10,3100,2,3,70,108.32,11,3.9,151
3632,11,4292,13,4,65,109.56,10,3.3,21
3632,12,1177,6,3,60,108.87,5.6,1.8,57
3632,13,3447,5,3,60,108.66,33,6.3,11
3632,14,1040,12,3,60,109.45,31,6.4,162
3633,1,152,11,3,60,83.45,30,7.5,100
3633,2,870,2,4,74,82.6,4,1.4,64
3633,3,1712,4,3,60,82.73,12,3.6,11
3633,4,3886,3,3,60,82.66,33,7.3,18
3633,5,3845,1,3,70,82.5,43,9.1,93
3633,6,2087,10,3,60,83.19,5.5,2,2
3633,7,453,5,3,60,82.78,58,11,34
3633,9,4193,7,2,66,82.97,4.1,1.5,21
3633,10,4296,13,3,60,84.42,99,43,149
3633,11,1698,8,2,65,83.01,12,4.8,138
3633,12,2760,12,3,60,83.9,7.4,2.5,151
3633,13,1857,6,2,62,82.85,7.6,2.5,40
3633,14,1512,9,3,60,83.09,99,31,76
3634,1,2438,2,3,60,81.78,6.5,1.9,18
3634,2,3937,4,3,95,82.3,9,2.6,40
3634,3,1246,3,3,60,82.08,10,2.8,11
3634,4,1876,1,3,60,81.67,2.2,1.3,2
3634,5,1333,14,2,87,85.03,28,10,91
3634,6,780,5,4,86,82.37,18,4.7,64
3634,7,1678,11,3,60,83.09,25,5.4,21
3634,8,3280,10,3,60,82.97,16,4,149
3634,9,1492,7,3,85,82.57,10,3.1,100
3634,10,1787,12,3,84,83.15,99,34,76
3634,11,1925,9,3,84,82.95,13,3.7,162
3634,12,1271,6,4,84,82.51,71,11,175
3634,13,4159,13,3,60,83.58,44,7.8,93
3634,14,656,8,3,83,82.67,82,14,34
3635,1,2244,5,3,40,58,6.1,2.1,118
3635,2,3175,4,3,60,57.96,3.8,1.5,64
3635,3,3013,1,2,39,57.52,11,3.5,151
3635,4,452,6,3,60,58,13,4.4,11
3635,5,1641,2,3,60,57.79,22,5.8,34
3635,6,401,7,3,60,58.03,18,6.2,138
3635,7,1368,3,3,33,57.85,15,5,76
3635,8,3977,10,3,60,58.23,5.3,1.7,100
3635,9,2276,12,3,60,58.31,15,5.3,21
3635,10,3286,9,3,60,58.18,14,6.1,18
3635,11,3348,8,3,60,58.16,10,2.7,57
3635,12,3326,11,3,60,58.28,20,6,2
3636,1,3055,8,3,60,70.74,7.8,2.6,21
3636,2,2638,5,3,60,70.54,40,10,64
3636,3,319,1,3,60,70.25,10,3.1,76
3636,4,3679,12,3,60,71.21,6.6,2.2,138
3636,5,1715,11,3,60,70.88,13,3.8,175
3636,6,1167,4,3,60,70.53,10,3.5,118
3636,7,1031,10,2,52,70.85,27,8.2,2
3636,8,2039,3,3,60,70.52,5,2.5,93
3636,9,4058,7,3,60,70.73,17,4.1,91
3636,10,2343,2,3,60,70.5,6.6,2.4,151
3636,11,3963,6,3,60,70.69,5.8,1.9,11
3636,12,664,9,2,44,70.84,36,8.7,34
3637,1,494,3,3,60,100.8,5.6,2.1,64
3637,2,3810,1,5,59,100.51,10,2.9,91
3637,3,3944,6,3,60,101.08,11,3.6,93
3637,4,1662,8,4,57,101.23,10,2.9,21
3637,5,289,4,3,60,100.94,10,3.5,118
3637,6,863,7,3,60,101.14,26,6.6,177
3637,7,4290,9,4,54,101.57,9.7,3.4,100
3637,8,116,5,5,51,101.05,7.7,2.3,18
3637,9,2762,12,2,50,103.7,72,15,11
3637,10,454,11,3,49,103.3,31,7.9,175
3637,11,3973,2,3,60,100.69,11,3.6,138
3637,12,2763,10,3,60,101.69,4,1.7,2
3638,1,2993,6,3,60,101.78,7.8,2.6,2
3638,2,4132,9,3,60,102.17,11,3.5,93
3638,3,1806,2,3,60,101.38,4.5,1.6,57
3638,4,804,7,3,60,102.02,13,4.3,11
3638,5,4173,12,3,60,102.7,9.2,2.9,177
3638,6,2622,5,4,51,101.76,8.5,3.1,18
3638,7,1697,8,3,60,102.15,26,8.3,91
3638,8,1075,3,3,60,101.49,9.5,2.7,138
3638,9,3755,4,3,60,101.53,6.4,2.2,34
3638,10,347,10,3,60,102.29,21,7.2,118
3638,11,2443,11,2,48,102.36,13,4.4,162
3638,12,820,1,3,60,101.31,19,5.6,151
3639,1,1699,7,3,60,57.95,7.4,2.5,91
3639,2,113,5,3,60,57.81,9.7,2.5,138
3639,3,55,4,3,60,57.64,9.4,3.1,64
3639,4,369,10,3,60,58.14,29,7.1,131
3639,5,3662,1,3,60,57.27,7.1,1.8,100
3639,6,2681,6,3,60,57.9,18,4.5,118
3639,7,1445,12,3,60,58.45,26,7.8,2
3639,8,759,3,3,60,57.56,5.7,2.1,18
3639,9,1334,11,2,67,58.26,74,14,175
3639,10,611,8,3,66,57.98,61,12,76
3639,11,2111,2,3,60,57.32,2.8,1.4,11
3639,12,2520,9,3,60,58.01,21,6,162
3640,1,3586,2,3,60,70.02,16,3.4,177
3640,2,813,3,3,81,70.3,11,3.4,57
3640,3,633,4,2,71,70.34,29,6.6,162
3640,4,3669,11,2,70,71.12,3.8,1.4,64
3640,5,644,7,3,60,70.73,12,2.8,118
3640,6,3811,6,3,60,70.68,50,11,138
3640,7,413,9,2,68,70.88,9.8,2.7,2
3640,8,2545,1,2,64,69.73,2.3,1.2,21
3640,9,100,10,3,60,71.04,49,9.5,76
3640,10,123,12,3,60,71.38,15,3.5,149
3640,11,2401,8,2,63,70.79,25,6,11
3640,12,408,5,3,61,70.66,99,17,175
3641,1,1248,1,3,79,100.25,3.4,1.5,64
3641,2,1185,3,3,60,100.72,17,4.9,91
3641,3,231,4,3,60,100.75,24,6.6,76
3641,4,2521,2,3,60,100.55,7.7,2.5,100
3641,5,1599,7,3,60,101.32,10,3.6,21
3641,6,2119,8,3,60,101.45,5.6,1.9,138
3641,7,2315,10,3,60,102.14,16,4.4,149
3641,8,868,9,3,60,102.09,14,4,2
3641,9,406,6,2,70,100.9,16,4,11
3641,10,1672,11,3,60,102.49,64,14,131
3641,11,2398,5,4,65,100.88,5.4,2,18
3641,12,461,12,3,60,102.57,29,7.5,151
3642,1,3673,7,4,100,100.6,5.2,1.9,21
3642,2,646,11,3,60,110.23,48,12,138
3642,3,106,6,3,60,100.46,9.5,3.3,2
3642,4,282,8,3,60,101.17,15,4,100
3642,5,288,2,3,60,100.11,10,3.1,91
3642,7,763,10,3,60,102.66,14,4.1,18
3642,8,3559,1,3,60,99.98,7.5,2.3,11
3642,9,51,5,3,60,100.35,9.7,2.7,57
3642,10,1949,9,5,86,101.42,25,6.7,93
3642,11,2702,3,3,84,100.17,3.3,1.6,131
3642,12,3812,4,5,83,100.29,11,3,175
3643,1,2915,6,3,60,126.1,8.5,3,50
3643,2,1179,2,3,60,125.99,10,3.6,57
3643,3,3808,4,3,60,126,9.5,2.9,91
3643,4,2884,11,3,60,126.56,15,5,177
3643,5,509,14,3,60,127.76,78,25,34
3643,6,582,9,3,35,126.43,16,4.6,21
3643,7,2127,10,3,60,126.54,31,8.5,93
3643,8,3413,13,3,60,127.07,19,6.7,151
3643,9,4217,8,3,32,126.4,7.5,2.3,64
3643,10,4041,3,3,60,126,44,10,118
3643,11,2489,7,3,60,126.21,10,3.4,138
3643,12,1655,1,4,27,125.66,3.2,1.3,162
3643,13,267,5,3,60,126.06,11,3.3,63
3643,14,3087,12,3,60,127.04,32,7.5,175
3644,1,1494,6,3,60,96.67,12,3.4,64
3644,2,2914,2,3,60,96.19,2.5,1.3,2
3644,3,3192,10,2,56,97.39,69,14,57
3644,4,115,7,4,55,96.77,99,44,149
3644,5,3183,4,3,54,96.46,12,3.1,18
3644,6,4314,8,3,60,96.9,30,6.1,21
3644,7,3217,5,3,60,96.47,5.3,2,11
3644,8,2366,12,3,60,97.55,31,5.1,131
3644,9,3060,3,3,60,96.26,12,3.4,138
3644,10,1849,11,3,60,97.41,25,5.1,91
3644,12,3002,13,4,45,97.59,35,6.9,93
3644,13,3887,9,6,45,97.05,99,27,175
3644,14,4001,1,3,60,95.77,4.7,2,162
3645,1,180,5,3,58,83.77,3.4,1.5,2
3645,2,172,1,2,57,83.54,2.8,1.2,64
3645,3,3930,11,3,60,84.65,99,28,34
3645,4,3363,2,3,54,83.65,15,3.4,100
3645,5,1632,9,3,60,84.26,41,7.6,177
3645,6,3681,6,3,60,84.05,53,9.2,18
3645,7,959,4,2,52,83.75,7.9,2.3,118
3645,8,3907,10,3,60,84.33,59,9.7,138
3645,9,3911,3,3,60,83.7,4.1,1.5,11
3645,10,2409,8,3,60,84.09,23,4.5,50
3645,11,2766,13,3,60,86.62,99,46,175
3645,12,329,12,3,60,85.27,67,9.5,151
3645,13,3803,14,3,60,90.01,99,39,162
3645,14,1155,7,3,60,84.06,99,30,131
3646,1,3362,3,3,60,83.21,3.6,1.7,138
3646,2,3175,11,3,60,84.46,11,3.6,64
3646,3,1147,10,3,60,84.25,6.9,3,175
3646,4,1108,6,3,60,83.48,31,7.5,93
3646,5,3380,13,3,60,84.84,32,7,100
3646,6,349,2,3,60,83.2,26,5.6,63
3646,7,1094,8,4,35,83.9,6.7,2.4,18
3646,8,1782,9,3,60,83.91,13,3.2,118
3646,9,2209,14,3,60,87.02,24,7.3,149
3646,10,2852,5,3,60,83.43,14,3.8,177
3646,11,1161,1,3,60,83.07,21,4.5,91
3646,12,3051,12,3,60,84.53,90,19,11
3646,13,1997,4,3,20,83.27,5.1,1.8,151
3646,14,1208,7,3,60,83.55,78,16,34
3647,1,4366,3,4,99,109.23,5,2.2,57
3647,2,3610,1,3,60,108.92,3.6,1.4,2
3647,3,3177,4,4,92,109.34,7.2,2.1,64
3647,4,4232,2,3,60,108.94,4.4,1.7,91
3647,5,118,10,3,60,111.09,8.4,2.3,18
3647,6,1707,5,3,86,109.68,74,11,50
3647,7,1985,9,3,60,110.63,18,4.6,118
3647,8,810,7,3,60,110,99,30,100
3647,9,2696,6,4,85,109.99,7,2.1,11
3647,10,77,8,3,60,110.49,23,5.4,175
3648,1,3279,13,3,60,71.94,34,6.3,11
3648,2,3257,7,3,56,70.3,10,3.1,50
3648,3,3858,1,3,60,69.68,2.5,1.4,64
3648,4,2917,12,4,54,71.85,16,3.1,57
3648,5,298,5,2,54,70.19,7.3,2.3,138
3648,6,2318,8,3,60,70.43,66,12,63
3648,7,1004,2,3,60,69.8,38,7,93
3648,8,4284,4,3,60,70.11,10,3.2,2
3648,9,3644,10,3,60,70.68,67,12,18
3648,10,2701,11,3,60,71.43,99,20,162
3648,11,653,3,3,50,70.05,3.8,1.4,118
3648,12,2448,6,3,60,70.25,34,8.2,91
3648,13,1673,14,2,46,72,99,56,151
3648,14,801,9,3,60,70.49,24,5.1,34
3649,1,1163,1,3,60,146.46,3.5,1.4,50
3649,2,3943,7,3,60,147.59,7,2.7,18
3649,3,3364,3,4,119,146.78,2.9,1.3,64
3649,4,3329,8,3,60,147.6,38,6.8,177
3649,5,2256,4,3,60,147.07,9.8,2.5,138
3649,6,3660,5,3,60,147.13,45,6.3,57
3649,7,2454,2,3,60,146.67,4.3,1.5,91
3649,8,2556,6,3,99,147.24,21,3.5,2
3649,9,2211,10,3,60,149.23,66,7,118
3649,10,52,9,3,60,149.06,99,23,63
3650,1,1722,10,4,78,96.99,21,4.9,93
3650,2,3307,6,3,77,96.63,12,2.8,18
3650,3,2960,13,4,76,97.35,99,33,162
3650,4,3416,1,3,60,95.95,2.1,1.1,64
3650,5,3925,8,3,60,96.84,68,8.8,100
3650,6,815,11,3,60,97.15,99,22,177
3650,7,3007,5,3,69,96.6,6.9,2,50
3650,8,779,3,3,60,96.41,10,2.6,138
3650,9,1133,4,3,60,96.6,25,5.7,11
3650,10,2598,7,3,70,96.69,19,4.2,57
3650,11,1324,12,3,60,97.26,34,7.6,21
3650,12,4079,2,4,65,95.96,22,5.2,63
3650,13,1844,9,3,68,96.94,5.6,2.5,2
3650,14,812,14,3,65,97.57,99,34,118
3651,1,96,7,3,60,69.05,9,2,91
3651,3,3267,5,5,116,69.02,9.2,2.5,138
3651,4,3377,3,3,60,68.96,19,4.5,57
3651,5,943,9,3,60,69.29,31,6.5,118
3651,6,1955,6,4,112,69.03,8.8,2,177
3651,7,832,11,3,60,69.46,12,2.5,50
3651,8,3182,4,3,60,69,27,6.2,63
3651,9,3274,2,3,60,68.95,60,10,100
3651,10,3047,1,4,106,68.94,9.1,3.5,11
3651,11,1685,13,3,60,70.95,99,26,131
3651,12,2849,12,3,60,69.59,1.9,1.3,2
3651,13,158,8,3,60,69.25,99,18,149
3651,14,3270,10,5,98,69.43,49,8.9,151
3652,1,235,3,3,60,69.46,12,3,18
3652,2,1886,2,2,79,69.4,4,1.7,64
3652,3,2400,5,2,74,69.66,7.8,2.5,91
3652,4,1889,8,2,72,70.05,14,3.5,138
3652,5,3665,9,3,60,70.09,26,5.3,50
3652,6,423,13,3,60,70.95,53,9.6,100
3652,7,3931,6,2,69,69.75,65,15,177
3652,8,17,1,3,68,69.4,2.9,1.4,162
3652,9,3928,10,3,60,70.13,25,8.2,2
3652,10,4092,7,3,60,69.85,26,6.5,93
3652,11,2081,14,3,64,71.05,11,3.4,11
3652,12,462,12,3,60,70.89,73,13,21
3652,13,3967,4,3,61,69.51,10,3,118
3652,14,3908,11,3,61,70.27,99,34,175
3653,1,4172,3,3,60,101.22,5.3,2.2,162
3653,2,2382,1,6,38,101.01,5.3,1.8,118
3653,3,2883,12,3,60,102.74,15,3.5,21
3653,4,2319,7,3,60,101.59,22,6.7,18
3653,5,1784,4,3,60,101.23,8.2,2.5,2
3653,6,796,9,3,60,102.14,8.9,2.4,138
3653,7,1660,6,3,60,101.5,36,9.1,91
3653,8,4020,8,3,60,102.07,20,5.7,93
3653,9,1387,5,3,60,101.4,9.4,3.2,175
3653,10,783,10,3,60,102.34,28,8.1,11
3653,11,3807,11,3,60,102.39,28,6.9,40
3653,12,733,2,3,60,101.11,4.2,1.8,63
3654,1,1953,2,3,60,57.19,8,2.4,177
3654,2,762,3,3,60,57.25,4.4,1.8,50
3654,3,3664,1,3,60,56.99,7.3,2.4,93
3654,4,3806,4,3,60,57.56,35,8,175
3654,5,3535,10,3,60,58.09,6.2,2.3,18
3654,6,1978,5,3,52,57.57,4.3,1.5,91
3654,7,2410,12,2,52,58.78,99,24,40
3654,8,1030,9,3,60,58.09,12,4.5,2
3654,9,3251,7,3,60,57.66,52,10,21
3654,10,2449,8,3,60,57.84,71,11,34
3654,11,2452,6,3,60,57.65,8.7,2.7,100
3654,12,3905,11,3,60,58.43,14,4.1,131
3655,1,658,9,3,60,71.04,5.4,1.8,64
3655,2,2350,10,3,60,71.12,99,15,100
3655,3,2444,4,2,57,70.05,5.3,2,18
3655,4,2445,1,3,60,69.8,9,2.9,11
3655,5,663,2,3,60,69.81,6.2,1.9,2
3655,6,4207,11,3,60,71.65,99,29,34
3655,7,2264,7,3,60,70.86,32,7.6,21
3655,8,4192,6,2,52,70.54,99,22,177
3655,9,2913,5,3,60,70.24,3.2,1.5,118
3655,10,1495,3,3,46,69.93,8.3,2.4,138
3655,11,2769,12,3,45,72.14,12,3.4,50
3655,12,124,8,3,44,71.03,99,21,57
3656,1,4134,3,3,60,110.38,3.5,1.5,2
3656,2,1865,8,3,60,110.72,11,3.2,18
3656,3,2999,10,3,60,110.75,16,4.4,11
3656,4,304,5,3,60,110.53,10,2.7,177
3656,5,3365,4,3,60,110.47,23,5.6,131
3656,6,1042,2,3,60,110.35,11,3.2,40
3656,7,3269,1,3,60,110.28,3,1.3,138
3656,8,2160,9,3,60,110.73,25,7,50
3656,9,2620,12,3,60,112.3,34,9.9,162
3656,10,156,7,3,60,110.71,24,6.4,118
3656,11,1948,6,3,60,110.69,13,3.6,21
3656,12,3096,11,3,60,110.86,26,7.1,57
3657,1,4229,11,3,57,102.17,34,8.2,57
3657,2,974,3,3,60,101.06,4.7,1.6,63
3657,3,661,1,3,56,101,6.1,3.4,64
3657,4,466,4,4,56,101.08,12,4.1,175
3657,5,1942,5,3,60,101.18,10,2.9,11
3657,6,1104,9,3,60,101.67,18,4,40
3657,7,2522,6,3,60,101.21,8.5,2.7,177
3657,8,102,2,3,60,101.02,7.3,1.8,2
3657,9,2695,8,3,60,101.65,55,10,34
3657,10,162,10,3,60,102.09,99,26,118
3657,11,928,12,3,60,102.36,47,11,162
3657,12,479,7,3,60,101.59,3.5,1.5,50
3658,1,1446,4,3,80,109.57,18,3.8,11
3658,2,3091,3,3,60,109.52,5,2.2,93
3658,3,1014,9,5,78,110.41,27,6.1,18
3658,4,1008,11,5,77,111.07,8.6,2.9,34
3658,5,1366,2,3,60,109.51,3.5,1.4,2
3658,6,410,1,3,60,109.48,18,5.1,177
3658,7,279,8,3,60,110.2,5.4,1.8,50
3658,8,2624,10,5,67,110.82,12,3.8,40
3658,9,2666,6,3,60,110.03,23,5.2,63
3658,10,866,5,3,60,110.02,29,6.9,131
3658,11,1162,7,3,60,110.2,53,12,162
3658,12,117,12,3,60,111.75,9,3.1,118
3659,1,120,9,3,84,70.56,4.8,1.6,64
3659,2,153,5,3,83,70.32,13,3.4,11
3659,3,3587,2,3,60,69.91,17,3,100
3659,4,677,6,3,60,70.35,14,2.9,63
3659,5,3526,1,3,60,69.66,40,5.7,175
3659,6,2523,11,4,82,71.13,32,5.7,40
3659,7,4159,3,3,60,70.15,15,3.1,18
3659,8,241,10,3,60,70.71,76,8.5,21
3659,9,4186,4,2,81,70.32,1.7,1.1,2
3659,10,4388,7,3,67,70.36,15,3.4,50
3659,11,1908,12,3,68,72.6,99,37,162
3659,12,2082,8,2,62,70.46,99,20,34
3660,1,4288,8,4,80,102.68,2.4,1.2,50
3660,2,4051,10,3,60,102.89,16,4,118
3660,3,1363,5,3,60,102.61,27,5.5,40
3660,4,1947,12,5,71,103.44,56,15,177
3660,5,3552,9,3,71,102.87,9.2,2.8,2
3660,6,143,3,3,60,102.56,6.7,2,138
3660,7,1656,7,4,70,102.63,19,5.3,162
3660,8,1961,11,3,60,103.1,62,15,175
3660,9,1063,4,3,67,102.6,6.6,2.4,57
3660,10,1058,1,3,60,102.04,14,3.3,100
3660,11,1276,6,3,60,102.63,10,3,93
3660,12,3997,2,3,60,102.25,21,4.9,131
3661,1,1279,3,3,39,69.88,3.1,1.5,64
3661,2,1071,12,3,60,71.15,80,18,149
3661,3,3878,14,3,60,71.47,20,5.2,177
3661,4,4,11,3,60,71.04,14,4.4,50
3661,5,367,4,3,60,70.14,27,6,21
3661,6,2992,6,3,60,70.37,13,3.5,93
3661,7,3659,9,3,60,70.9,42,12,40
3661,8,376,10,3,60,70.98,99,28,162
3661,9,3380,8,3,60,70.6,29,5.7,76
3661,10,401,1,3,60,69.83,10,2.9,138
3661,11,4066,13,3,60,71.31,61,11,175
3661,12,125,7,3,60,70.57,27,5.9,63
3661,13,2037,5,3,60,70.27,3,1.3,57
3661,14,3233,2,3,60,69.84,9.8,2.5,118
3662,1,3447,1,3,60,109.45,5,1.7,11
3662,2,2040,10,3,60,110.48,5.8,2.1,138
3662,3,782,2,3,60,109.52,8.5,2.7,100
3662,4,2135,9,2,56,110.31,34,8.5,40
3662,5,1507,3,2,55,110,3.5,1.5,63
3662,6,289,7,3,60,110.27,26,6.6,118
3662,7,1483,4,3,60,110.19,12,3.9,18
3662,8,4291,8,3,60,110.28,28,8.8,34
3662,9,1448,11,3,60,110.94,9.2,2.6,162
3662,10,1817,6,3,60,110.22,9.2,2.9,76
3662,11,571,5,3,60,110.2,21,5.5,175
3663,1,1811,9,3,60,97.27,8.5,2.9,138
3663,2,2915,7,3,60,97,9.9,3.4,50
3663,3,54,10,3,60,97.35,78,16,63
3663,4,2848,4,3,60,96.53,11,2.8,11
3663,5,4384,6,3,60,96.96,9.9,2.7,40
3663,6,3408,12,3,60,98,98,20,100
3663,7,280,3,3,60,96.48,5.2,2,64
3663,8,2623,1,4,32,96.41,17,4.8,118
3663,9,1348,5,4,30,96.94,11,4.1,93
3663,10,537,2,3,60,96.47,9,2.6,21
3663,11,843,11,3,60,97.81,3.6,1.5,57
3663,12,977,8,3,60,97.14,17,5.7,162
3664,1,3496,11,3,60,57.22,8.8,2.8,162
3664,2,2282,5,3,60,56.71,51,15,40
3664,3,4195,1,2,52,56.46,14,5,175
3664,4,3921,6,3,60,56.81,81,17,149
3664,5,174,2,2,52,56.53,3.1,1.4,21
3664,6,1156,9,2,52,57.13,10,2.8,93
3664,7,3857,10,3,60,57.16,53,14,76
3664,8,635,13,3,60,57.96,81,20,138
